datetime,low,high,open,close,volumefrom,volumeto
2019-02-27 03:00:00,3796.51,3805.71,3800.73,3800.48,100.53,381949.06
2019-02-27 04:00:00,3799.46,3808.9,3800.48,3801.14,216.81,824708.68
2019-02-27 05:00:00,3799.33,3808.22,3801.14,3804.82,45.68,173803.87
2019-02-27 06:00:00,3793.98,3804.82,3804.82,3797.54,137.65,523132.32
2019-02-27 07:00:00,3793.6,3812.28,3797.54,3811.4,365.47,1390949.87
2019-02-27 08:00:00,3805.48,3817.24,3811.4,3807.33,219.58,837130.54
2019-02-27 09:00:00,3806.57,3812.22,3807.33,3809.37,101.96,388332.69
2019-02-27 10:00:00,3804.49,3815.5,3809.37,3806.41,170.8,650965.68
2019-02-27 11:00:00,3805.0,3814.74,3806.41,3813.92,223.01,849567.23
2019-02-27 12:00:00,3806.32,3820.92,3813.92,3809.77,204.36,779300.27
2019-02-27 13:00:00,3809.2,3822.85,3809.77,3811.11,306.43,1169437.74
2019-02-27 14:00:00,3780.0,3812.53,3811.11,3803.31,636.82,2419710.89
2019-02-27 15:00:00,3790.74,3803.87,3803.31,3798.3,426.89,1621354.04
2019-02-27 16:00:00,3792.09,3804.89,3798.3,3799.91,175.78,667797.19
2019-02-27 17:00:00,3798.83,3806.25,3799.91,3804.0,125.77,478409.84
2019-02-27 18:00:00,3793.58,3805.77,3804.0,3796.85,196.41,746312.71
2019-02-27 19:00:00,3794.89,3804.07,3796.85,3802.1,264.48,1004860.14
2019-02-27 20:00:00,3658.19,3804.05,3802.1,3725.52,1961.41,7301635.32
2019-02-27 21:00:00,3710.0,3749.16,3725.52,3748.91,323.05,1206457.45
2019-02-27 22:00:00,3737.3,3777.0,3748.91,3774.73,301.75,1130292.41
2019-02-27 23:00:00,3774.73,3812.88,3774.73,3798.47,323.88,1229783.82
2019-02-28 00:00:00,3790.87,3807.78,3798.47,3806.19,108.46,412331.34
2019-02-28 01:00:00,3804.74,3818.08,3806.19,3813.9,217.99,830815.36
2019-02-28 02:00:00,3800.18,3815.0,3813.9,3803.67,88.21,335709.6
2019-02-28 03:00:00,3798.64,3805.01,3803.67,3801.96,132.81,504956.28
2019-02-28 04:00:00,3800.29,3808.51,3801.96,3807.0,95.2,362237.3
2019-02-28 05:00:00,3806.36,3814.28,3807.0,3810.65,117.09,445999.25
2019-02-28 06:00:00,3802.02,3810.65,3810.65,3803.87,210.51,801089.98
2019-02-28 07:00:00,3798.0,3805.41,3803.87,3804.29,109.75,417397.81
2019-02-28 08:00:00,3804.29,3839.31,3804.29,3824.75,315.33,1203553.08
2019-02-28 09:00:00,3815.78,3831.36,3824.75,3825.37,242.34,927170.76
2019-02-28 10:00:00,3811.85,3825.37,3825.37,3818.16,254.16,970180.88
2019-02-28 11:00:00,3815.33,3826.0,3818.16,3822.05,272.8,1042215.45
2019-02-28 12:00:00,3811.74,3826.96,3822.05,3819.97,467.52,1784978.06
2019-02-28 13:00:00,3812.66,3819.97,3819.97,3817.6,223.62,853528.55
2019-02-28 14:00:00,3815.0,3826.0,3817.6,3821.6,266.78,1019055.55
2019-02-28 15:00:00,3755.0,3897.62,3821.6,3840.61,1153.78,4418576.25
2019-02-28 16:00:00,3802.48,3859.13,3840.61,3818.82,608.17,2333442.13
2019-02-28 17:00:00,3781.99,3818.82,3818.82,3799.98,361.49,1373496.26
2019-02-28 18:00:00,3785.08,3819.57,3799.98,3815.17,425.63,1619897.9
2019-02-28 19:00:00,3792.76,3820.08,3815.17,3807.09,335.71,1277752.08
2019-02-28 20:00:00,3790.0,3810.0,3807.09,3801.71,158.76,603584.58
2019-02-28 21:00:00,3798.45,3808.59,3801.71,3798.45,178.81,680274.82
2019-02-28 22:00:00,3783.62,3802.43,3798.45,3792.83,279.57,1060410.0
2019-02-28 23:00:00,3787.31,3800.99,3792.83,3791.36,123.4,468066.46
2019-03-01 00:00:00,3789.94,3804.62,3791.36,3794.14,78.92,299720.43
2019-03-01 01:00:00,3791.87,3804.78,3794.14,3802.63,93.7,355829.39
2019-03-01 02:00:00,3796.24,3804.0,3802.63,3801.18,150.88,573401.67
2019-03-01 03:00:00,3799.49,3807.61,3801.18,3803.05,89.31,339718.63
2019-03-01 04:00:00,3798.71,3804.02,3803.05,3800.86,69.82,265401.53
2019-03-01 05:00:00,3797.0,3804.1,3800.86,3800.43,65.33,248283.53
2019-03-01 06:00:00,3798.43,3802.67,3800.43,3799.76,62.46,237377.75
2019-03-01 07:00:00,3790.0,3809.86,3799.76,3809.64,509.02,1932854.88
2019-03-01 08:00:00,3802.69,3811.4,3809.64,3810.21,114.89,437542.08
2019-03-01 09:00:00,3808.83,3827.02,3810.21,3811.1,399.68,1525653.46
2019-03-01 10:00:00,3807.88,3817.23,3811.1,3813.61,147.47,562289.47
2019-03-01 11:00:00,3806.45,3817.0,3813.61,3810.0,162.14,618179.24
2019-03-01 12:00:00,3805.64,3811.6,3810.0,3809.14,111.04,422922.28
2019-03-01 13:00:00,3801.98,3818.77,3809.14,3818.36,166.01,632553.71
2019-03-01 14:00:00,3810.22,3819.87,3818.36,3819.87,153.79,586876.87
2019-03-01 15:00:00,3812.22,3821.98,3819.87,3813.32,217.22,829147.98
2019-03-01 16:00:00,3813.26,3835.85,3813.32,3827.52,521.53,1995129.69
2019-03-01 17:00:00,3827.52,3845.3,3827.52,3834.35,377.49,1448684.95
2019-03-01 18:00:00,3822.53,3838.21,3834.35,3834.34,248.81,953530.68
2019-03-01 19:00:00,3826.71,3836.7,3834.34,3828.65,91.17,349353.48
2019-03-01 20:00:00,3825.0,3833.42,3828.65,3827.87,77.4,296377.64
2019-03-01 21:00:00,3825.19,3833.29,3827.87,3827.15,226.88,868793.35
2019-03-01 22:00:00,3789.5,3839.89,3827.15,3814.52,464.22,1773019.89
2019-03-01 23:00:00,3802.0,3821.59,3814.52,3807.05,162.21,618219.86
2019-03-02 00:00:00,3800.29,3815.4,3807.05,3810.67,181.42,691312.9
2019-03-02 01:00:00,3805.67,3815.52,3810.67,3815.52,124.34,473864.75
2019-03-02 02:00:00,3811.52,3817.04,3815.52,3813.11,84.2,321089.52
2019-03-02 03:00:00,3811.46,3818.31,3813.11,3814.8,67.98,259299.19
2019-03-02 04:00:00,3790.43,3814.8,3814.8,3803.94,246.35,937187.53
2019-03-02 05:00:00,3796.13,3809.11,3803.94,3802.47,150.37,571871.56
2019-03-02 06:00:00,3800.0,3806.06,3802.47,3802.99,56.62,215263.96
2019-03-02 07:00:00,3781.0,3802.99,3802.99,3792.0,223.14,846571.94
2019-03-02 08:00:00,3760.0,3805.14,3792.0,3797.56,402.46,1522949.4
2019-03-02 09:00:00,3791.0,3802.06,3797.56,3795.26,168.47,639812.92
2019-03-02 10:00:00,3790.0,3804.3,3795.26,3799.99,126.95,481854.79
2019-03-02 11:00:00,3799.99,3818.26,3799.99,3808.69,186.28,709813.39
2019-03-02 12:00:00,3804.0,3814.14,3808.69,3809.08,146.41,557952.77
2019-03-02 13:00:00,3807.41,3818.75,3809.08,3810.73,87.72,334438.93
2019-03-02 14:00:00,3803.84,3813.28,3810.73,3806.65,120.72,459653.09
2019-03-02 15:00:00,3799.19,3815.64,3806.65,3801.03,160.56,611410.53
2019-03-02 16:00:00,3790.23,3810.12,3801.03,3802.14,160.89,611294.79
2019-03-02 17:00:00,3792.55,3809.03,3802.14,3793.22,132.87,504650.81
2019-03-02 18:00:00,3792.35,3804.35,3793.22,3803.95,104.58,397356.65
2019-03-02 19:00:00,3798.75,3809.14,3803.95,3808.27,63.19,240321.44
2019-03-02 20:00:00,3797.69,3809.78,3808.27,3802.91,85.83,326390.86
2019-03-02 21:00:00,3800.13,3810.01,3802.91,3809.61,34.02,129529.47
2019-03-02 22:00:00,3800.09,3816.06,3809.61,3813.48,81.56,310697.22
2019-03-02 23:00:00,3806.23,3815.24,3813.48,3810.46,62.79,239163.35
2019-03-03 00:00:00,3804.3,3818.34,3810.46,3811.49,182.87,697188.74
2019-03-03 01:00:00,3808.5,3822.39,3811.49,3811.61,58.77,224137.53
2019-03-03 02:00:00,3801.3,3814.02,3811.61,3808.88,105.86,403214.44
2019-03-03 03:00:00,3802.43,3811.73,3808.88,3807.3,78.68,299462.69
2019-03-03 04:00:00,3807.3,3815.46,3807.3,3809.09,48.2,183723.86
2019-03-03 05:00:00,3803.94,3809.09,3809.09,3808.15,83.71,318614.02
2019-03-03 06:00:00,3806.64,3811.36,3808.15,3809.72,42.26,160961.65
2019-03-03 07:00:00,3806.0,3810.62,3809.72,3807.78,68.16,259597.6
2019-03-03 08:00:00,3790.34,3812.08,3807.78,3804.4,320.53,1218755.88
2019-03-03 09:00:00,3800.73,3812.9,3804.4,3806.88,108.27,412166.38
2019-03-03 10:00:00,3802.92,3811.41,3806.88,3808.0,86.47,329161.48
2019-03-03 11:00:00,3804.04,3815.0,3808.0,3805.89,59.72,227476.77
2019-03-03 12:00:00,3802.77,3808.11,3805.89,3807.09,33.25,126550.22
2019-03-03 13:00:00,3774.38,3813.91,3807.09,3809.8,230.27,874366.19
2019-03-03 14:00:00,3797.03,3813.39,3809.8,3801.43,85.25,324310.11
2019-03-03 15:00:00,3782.61,3801.43,3801.43,3787.63,162.96,618035.24
2019-03-03 16:00:00,3772.48,3796.68,3787.63,3791.84,55.26,209148.58
2019-03-03 17:00:00,3786.6,3793.16,3791.84,3790.07,83.36,315929.56
2019-03-03 18:00:00,3786.8,3794.88,3790.07,3791.06,42.64,161596.14
2019-03-03 19:00:00,3784.83,3792.9,3791.06,3789.07,34.07,129132.9
2019-03-03 20:00:00,3789.07,3794.14,3789.07,3793.4,16.8,63709.68
2019-03-03 21:00:00,3785.01,3793.4,3793.4,3790.58,87.35,330997.61
2019-03-03 22:00:00,3777.8,3791.22,3790.58,3781.1,78.06,295396.73
2019-03-03 23:00:00,3756.0,3789.69,3781.1,3789.52,355.31,1339782.41
2019-03-04 00:00:00,3786.85,3806.9,3789.52,3804.4,232.56,883375.08
2019-03-04 01:00:00,3796.55,3805.4,3804.4,3801.52,52.98,201490.58
2019-03-04 02:00:00,3787.04,3802.71,3801.52,3788.74,77.78,295136.13
2019-03-04 03:00:00,3770.0,3788.74,3788.74,3781.12,161.31,609893.32
2019-03-04 04:00:00,3726.0,3781.12,3781.12,3748.68,626.35,2352281.41
2019-03-04 05:00:00,3687.0,3748.68,3748.68,3720.08,659.48,2451238.09
2019-03-04 06:00:00,3708.76,3730.17,3720.08,3723.62,421.47,1568329.54
2019-03-04 07:00:00,3717.73,3737.0,3723.62,3717.73,242.6,905158.65
2019-03-04 08:00:00,3706.07,3725.33,3717.73,3711.06,176.19,654454.25
2019-03-04 09:00:00,3700.59,3721.41,3711.06,3701.85,266.39,989002.21
2019-03-04 10:00:00,3670.0,3708.66,3701.85,3695.3,1127.1,4160440.48
2019-03-04 11:00:00,3690.37,3717.7,3695.3,3707.27,379.04,1404078.79
2019-03-04 12:00:00,3693.14,3709.11,3707.27,3696.77,263.32,974938.83
2019-03-04 13:00:00,3690.01,3711.6,3696.77,3703.05,202.15,747982.07
2019-03-04 14:00:00,3701.9,3710.38,3703.05,3708.57,133.37,494297.63
2019-03-04 15:00:00,3696.33,3718.03,3708.57,3703.56,187.05,693698.16
2019-03-04 16:00:00,3702.4,3715.58,3703.56,3712.27,174.9,649086.45
2019-03-04 17:00:00,3706.01,3720.4,3712.27,3712.31,243.85,905947.14
2019-03-04 18:00:00,3699.62,3712.31,3712.31,3708.7,194.1,719459.81
2019-03-04 19:00:00,3696.36,3710.46,3708.7,3704.59,121.98,451694.4
2019-03-04 20:00:00,3697.0,3718.76,3704.59,3702.41,269.71,998982.89
2019-03-04 21:00:00,3695.24,3710.57,3702.41,3700.1,802.84,2970770.39
2019-03-04 22:00:00,3689.91,3705.83,3700.1,3689.91,76.03,281256.47
2019-03-04 23:00:00,3680.2,3702.53,3689.91,3698.66,201.16,742171.28
2019-03-05 00:00:00,3697.86,3709.0,3698.66,3705.65,169.96,629935.51
2019-03-05 01:00:00,3696.0,3709.52,3705.65,3700.66,130.48,483055.19
2019-03-05 02:00:00,3690.61,3706.4,3700.66,3690.61,190.48,704321.91
2019-03-05 03:00:00,3690.0,3701.03,3690.61,3691.15,630.03,2327587.47
2019-03-05 04:00:00,3690.0,3707.0,3691.15,3703.64,297.44,1099268.48
2019-03-05 05:00:00,3700.6,3707.96,3703.64,3707.0,46.45,172085.15
2019-03-05 06:00:00,3706.61,3713.69,3707.0,3707.23,150.93,560041.64
2019-03-05 07:00:00,3706.15,3720.0,3707.23,3716.59,310.67,1154116.42
2019-03-05 08:00:00,3712.84,3734.0,3716.59,3728.02,373.2,1390263.72
2019-03-05 09:00:00,3717.91,3728.02,3728.02,3723.08,108.33,403388.84
2019-03-05 10:00:00,3712.2,3724.76,3723.08,3721.47,89.32,332208.44
2019-03-05 11:00:00,3715.79,3726.59,3721.47,3724.55,189.49,705113.23
2019-03-05 12:00:00,3723.56,3743.73,3724.55,3734.3,280.92,1048838.05
2019-03-05 13:00:00,3730.26,3848.0,3734.3,3835.0,1079.14,4084512.67
2019-03-05 14:00:00,3802.85,3838.04,3835.0,3819.41,560.55,2141233.68
2019-03-05 15:00:00,3812.7,3840.02,3819.41,3823.72,339.8,1299996.66
2019-03-05 16:00:00,3806.2,3877.1,3823.72,3833.43,833.01,3206721.26
2019-03-05 17:00:00,3819.97,3854.26,3833.43,3841.59,479.8,1837823.36
2019-03-05 18:00:00,3826.77,3845.93,3841.59,3838.42,214.76,824231.03
2019-03-05 19:00:00,3835.89,3855.98,3838.42,3848.48,225.3,866283.2
2019-03-05 20:00:00,3830.1,3849.43,3848.48,3835.08,158.42,608911.15
2019-03-05 21:00:00,3821.03,3839.88,3835.08,3832.44,157.71,604064.49
2019-03-05 22:00:00,3825.0,3839.11,3832.44,3832.18,181.94,697034.74
2019-03-05 23:00:00,3831.08,3847.93,3832.18,3844.07,82.67,317588.35
2019-03-06 00:00:00,3810.0,3860.0,3844.07,3830.1,633.36,2429006.02
2019-03-06 01:00:00,3819.0,3831.66,3830.1,3826.85,156.46,598450.02
2019-03-06 02:00:00,3825.0,3830.58,3826.85,3828.16,131.04,501572.87
2019-03-06 03:00:00,3811.47,3830.83,3828.16,3818.97,293.21,1119927.88
2019-03-06 04:00:00,3808.8,3826.99,3818.97,3822.76,139.88,533938.64
2019-03-06 05:00:00,3820.0,3832.14,3822.76,3824.82,135.01,516434.84
2019-03-06 06:00:00,3820.0,3849.63,3824.82,3839.15,359.11,1376040.89
2019-03-06 07:00:00,3834.59,3849.16,3839.15,3840.89,178.84,686938.78
2019-03-06 08:00:00,3826.13,3841.41,3840.89,3831.41,224.38,860441.1
2019-03-06 09:00:00,3828.16,3846.43,3831.41,3843.43,117.21,450005.87
2019-03-06 10:00:00,3835.63,3895.12,3843.43,3843.66,1110.82,4285462.73
2019-03-06 11:00:00,3836.7,3860.0,3843.66,3853.41,425.2,1636074.04
2019-03-06 12:00:00,3841.44,3855.21,3853.41,3849.1,390.71,1504304.29
2019-03-06 13:00:00,3831.71,3851.21,3849.1,3839.25,358.88,1379937.52
2019-03-06 14:00:00,3822.35,3840.09,3839.25,3836.48,236.36,905792.62
2019-03-06 15:00:00,3836.48,3850.4,3836.48,3850.4,258.43,993778.0
2019-03-06 16:00:00,3839.84,3858.52,3850.4,3855.91,192.99,742741.71
2019-03-06 17:00:00,3842.39,3855.91,3855.91,3845.74,138.74,533781.35
2019-03-06 18:00:00,3838.33,3851.93,3845.74,3849.03,121.21,465942.98
2019-03-06 19:00:00,3839.95,3849.93,3849.03,3844.53,140.49,540355.49
2019-03-06 20:00:00,3840.41,3848.81,3844.53,3843.52,181.49,697581.19
2019-03-06 21:00:00,3835.0,3848.92,3843.52,3844.82,165.54,635890.65
2019-03-06 22:00:00,3841.16,3855.54,3844.82,3851.52,155.04,596476.56
2019-03-06 23:00:00,3845.64,3854.03,3851.52,3851.55,158.29,609478.33
2019-03-07 00:00:00,3842.91,3871.05,3851.55,3860.71,510.06,1967360.95
2019-03-07 01:00:00,3856.14,3889.24,3860.71,3869.86,388.38,1503948.91
2019-03-07 02:00:00,3856.22,3869.86,3869.86,3868.0,644.34,2489414.78
2019-03-07 03:00:00,3863.17,3884.61,3868.0,3871.32,605.51,2346845.13
2019-03-07 04:00:00,3866.0,3891.04,3871.32,3881.84,445.18,1727789.22
2019-03-07 05:00:00,3855.74,3885.2,3881.84,3869.06,647.17,2502461.05
2019-03-07 06:00:00,3839.09,3869.1,3869.06,3857.72,246.69,950916.0
2019-03-07 07:00:00,3849.71,3861.86,3857.72,3861.54,138.53,534121.82
2019-03-07 08:00:00,3844.15,3861.54,3861.54,3846.25,275.91,1061767.47
2019-03-07 09:00:00,3835.22,3852.26,3846.25,3845.36,370.16,1422159.71
2019-03-07 10:00:00,3826.13,3847.57,3845.36,3842.97,501.12,1923331.44
2019-03-07 11:00:00,3840.83,3854.18,3842.97,3852.1,338.4,1301788.65
2019-03-07 12:00:00,3842.43,3866.04,3852.1,3862.37,239.54,923212.35
2019-03-07 13:00:00,3853.06,3868.09,3862.37,3858.31,250.66,967986.8
2019-03-07 14:00:00,3840.1,3875.0,3858.31,3872.28,383.07,1477421.7
2019-03-07 15:00:00,3861.0,3884.65,3872.28,3861.0,240.48,931802.49
2019-03-07 16:00:00,3861.0,3872.69,3861.0,3871.94,325.01,1257430.16
2019-03-07 17:00:00,3850.86,3881.15,3871.94,3859.78,307.38,1188683.92
2019-03-07 18:00:00,3857.39,3869.55,3859.78,3869.47,233.11,900813.36
2019-03-07 19:00:00,3859.25,3872.95,3869.47,3862.49,251.04,970850.65
2019-03-07 20:00:00,3858.34,3874.74,3862.49,3869.32,135.52,523932.84
2019-03-07 21:00:00,3860.05,3874.05,3869.32,3874.05,175.64,679322.51
2019-03-07 22:00:00,3855.37,3875.0,3874.05,3862.7,172.16,665292.98
2019-03-07 23:00:00,3850.08,3865.61,3862.7,3856.64,139.44,537650.39
2019-03-08 00:00:00,3844.97,3867.43,3856.64,3867.43,169.45,653493.49
2019-03-08 01:00:00,3852.87,3870.93,3867.43,3854.65,161.58,624021.65
2019-03-08 02:00:00,3854.19,3863.48,3854.65,3858.93,182.64,704981.9
2019-03-08 03:00:00,3849.92,3861.41,3858.93,3854.19,145.89,562327.0
2019-03-08 04:00:00,3854.19,3870.0,3854.19,3868.33,92.06,355785.66
2019-03-08 05:00:00,3863.85,3880.0,3868.33,3872.98,139.61,540477.96
2019-03-08 06:00:00,3869.2,3924.37,3872.98,3887.47,1078.27,4200307.88
2019-03-08 07:00:00,3860.0,3887.5,3887.47,3872.25,663.05,2565391.04
2019-03-08 08:00:00,3858.51,3874.35,3872.25,3862.84,278.58,1076826.02
2019-03-08 09:00:00,3855.35,3870.12,3862.84,3868.15,166.8,644507.87
2019-03-08 10:00:00,3866.55,3886.9,3868.15,3886.9,137.34,532471.81
2019-03-08 11:00:00,3871.79,3886.9,3886.9,3874.31,169.58,657493.08
2019-03-08 12:00:00,3867.79,3883.3,3874.31,3877.99,112.87,437575.67
2019-03-08 13:00:00,3870.97,3891.56,3877.99,3886.72,456.37,1771209.37
2019-03-08 14:00:00,3881.48,3899.56,3886.72,3891.31,385.51,1499567.23
2019-03-08 15:00:00,3881.51,3893.13,3891.31,3886.43,184.12,715923.07
2019-03-08 16:00:00,3876.38,3892.06,3886.43,3883.26,280.28,1088471.22
